Livraison;RDC;41LIV;Livraison;251;2051
Parking;RDC;41PARK;Parking;1556;1284
Acces pieton;RDC;41AP;Acces pieton;2604;218
Parking;RDC;41PCS;PC Securite;963;384
Local Velos;RDC;41VELO;Local Velos;963;384
City State;RDC;41CS;City State;2455;805
A;RDC;41AE001;Jim;3568;1941
A;RDC;41AE002;Jim;0;0
A;RDC;41AE003;Reprographie;3263;2613
A;RDC;41AE004;bureau;3225;2613
A;RDC;41AE005;Espace collaborateur;3405;2383
A;RDC;41AE006;bureau;3403;2283
A;RDC;41AE007;bureau;3403;2263
A;RDC;41AE008;bureau;3403;2225
A;RDC;41AE009;Espace d'attente;3374;2184
A;RDC;41AE010;bureau;3145;2133
A;RDC;41AE011;Local Photocopieur;3145;2107
A;RDC;41AE012;bureau;3145;2086
A;RDC;41AE013;Accueil;3213;2107
A;RDC;41AE014;bureau;3494;1979
A;RDC;41AE015;Infirmerie;3499;1964
A;RDC;41AE040;Couloir;0;0
A;RDC;41AE041;Local technique;3433;2415
A;RDC;41AE042;Local technique;3431;2396
A;RDC;41AE043;Local technique;3431;2378
A;RDC;41AE044;Couloir;0;0
A;RDC;41AE045;Couloir;0;0
A;RDC;41AE046;Sanitaires;3433;2315
A;RDC;41AE047;hall;0;0
A;RDC;41AE048;Sanitaires;0;0
A;RDC;41AE049;Couloir;0;0
A;RDC;41AE050;Escalier ;3501;2462
A;RDC;41AE051;Sanitaires;3320;2120
A;RDC;41AE052;Sanitaires;3330;2076
A;RDC;41AE053;Sanitaires;0;0
A;RDC;41AE054;Local technique;0;0
A;RDC;41AE055;Local technique;0;0
A;RDC;41AE056;Local technique;0;0
A;RDC;41AE057;Escalier SS;3526;2148
A;RDC;41AE058;Couloir;0;0
A;RDC;41AE070;Couloir;0;0
A;RDC;41AE071;Ascenseur;3461;2484
A;RDC;41AE072;Ascenseur;3503;2140
A;RDC;41AE072;Escalier;3467;2143
A;RDC;41AE072;Escalier SS;3437;2445
A;R+1;41AE101;Atelier ;0;0
A;R+1;41AE102;Local Photocopieur;0;0
A;R+1;41AE103;Atelier ;0;0
